published_date,published_time,report_generated_at,captured_at,company,presence_handle,message,post_link,link,link_title,link_description,image,post_type,posted_domain,posted_url,engagement_total,likes,comments,shares,followers,engagement_rate_by_follower,engagement_rate_by_view,engagement_rate_lift,views,post_tag_ugc,post_tag_contests
2/16/2024,11:00:49 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,The Zomee Z2 paired with our collection cups = effortless pumping 🍼💖 #fyp #zomee #zomeez2 #zomeebreastpump,https://www.tiktok.com/@zomee.pump/video/7336245720313367851,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1587633130275426337,video,,,187,135,8,44,2274,0.082233949,0.00715324,17.929559375612726,26142,0,0
4/17/2024,09:22:11 a. m.,25/07/2025 11:04,19/07/2025 21:30,Elvie | Women’s Health,elvieofficial,"You heard her mamas, be kind to yourself.💖 You’ve done an incredible thing and it’s okay to feel all the things. 🫶 #themotherload",https://www.tiktok.com/@elvieofficial/video/7358856453714693418,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8143964173546588537,video,,,9159,8783,75,301,114547,0.079958445,0.006406463,17.48721341588922,1429650,0,0
11/4/2024,06:12:25 p. m.,25/07/2025 11:04,24/07/2025 17:42,Aeroflow Breastpumps,aeroflowbreastpumps,You’re doing amazing sweetie 💖 #Breastfeeding #BreastfeedingSupport #MomLife #AeroflowBreastpumps,https://www.tiktok.com/@aeroflowbreastpumps/video/7433581346418724127,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7214278146431853347,video,,,112,105,2,5,1451,0.077188146,0.070351759,16.828981518206554,1592,0,0
12/18/2024,09:00:06 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"Are you experiencing low or no suction on the Harmony Manual Pump? Let's troubleshoot together mama! 1) Check the O-ring: Double-check that the O-ring (that tiny white rubber band) isn’t missing, damaged, or broken—it’s a small but mighty part! 2) Align the Stem: Make sure the yellow stem (the plastic peice connected to the diaphragm with the line on it) is properly aligned with the diaphragm. Keep that line parallel with the tabs on the diaphragm for optimal suction If you’ve checked both of these and are still having trouble, please send us a DM, and our customer care team will be happy to assist you! 💛 #harmonypump #manualhandpump #breastfeeding #pumping #medelaharmony #medela #harmonyhandpump #harmonymanualpump",https://www.tiktok.com/@medela_official/video/7449766816781569326,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6239651876186679447,video,,,1962,1774,54,134,25766,0.07614686,0.021151130324166406,16.612456041523252,92761,0,0
1/22/2024,11:13:20 a. m.,25/07/2025 11:04,18/07/2025 21:47,Philips Avent,philipsavent,The #PhilipsAvent Ultra Soft pacifier is designed with a flexible shield that follows the curves of your baby's cheeks for more comfortable soothing. 💜 #Pacifier #BabyRegistryMustHaves,https://www.tiktok.com/@philipsavent/video/7326971943511412001,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1002141153491796237,video,,,78,51,2,25,1051,0.074215033,0.008379888,16.180577976070946,9308,0,0
2/29/2024,11:40:21 a. m.,25/07/2025 11:04,18/07/2025 21:47,Philips Avent,philipsavent,“First flight with Brooks would not be possible without our #PhilipsAvent Soothie snuggle and Natural bottles. Thanks to them our first-time traveler was a happy little guy throughout the trip ❤” — @Cass Spinelli #BabyBottles #TravelTips,https://www.tiktok.com/@philipsavent/video/7341080147455397152,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2517935547410801437,video,,,89,81,2,6,1203,0.073981712,0.009474132,16.129769092962498,9394,0,0
2/14/2024,02:28:03 p. m.,25/07/2025 11:04,21/07/2025 08:40,LansinohUSA,lansinohusa,Valentine’s Day Flash Sale for the Moms💝💌 use code VDAY15 for 15% off our ENTIRE website😍 Running 2/24-2/17! #flashsale #ValentinesDay #valentinesdayspecial #valentinesdaygift,https://www.tiktok.com/@lansinohusa/video/7335556971136814378,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8734186311796555337,video,,,879,870,1,8,11900,0.073865546,0.002158305,16.10878194881928,407264,0,0
8/11/2024,02:00:58 p. m.,25/07/2025 11:04,21/07/2025 01:52,Babylist,babylist,Anyone else have a future Olympian on their hands? 🥇#olympics #olympictok #olympictiktok #olympics2024 #olympictiktoks #kidtok #kidtiktok #kidsoftiktok #parenttok #parentsoftiktok,https://www.tiktok.com/@babylist/video/7401974347977542954,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4592457797434791047,video,,,97777,95466,131,2180,1342779,0.072816897,0.055307143,16.423646791555424,1767891,0,0
7/23/2024,03:00:29 p. m.,25/07/2025 11:04,21/07/2025 01:52,Babylist,babylist,Meet the baby registry that lets you register for ANYTHING you could possibly want. Create your registry now! #babyregistry #babylist #babyregistrymusthaves #babyregistrytips #babyregistryideas,https://www.tiktok.com/@babylist/video/7394939030397357343,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3437537930309394937,video,,,96432,93425,104,2903,1341543,0.071881408,0.001833628,16.204466960988796,52590819,0,0
3/18/2024,09:06:17 a. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"“I mean it when I say I can't leave home without the Medela Harmony pump and their milk storage bags. This pump saved the day for me more times than I can count when my electric one died! Plus, it's super easy to just throw in your bag and go.” #Harmonysavestheday #pumpingmama #milksupply #medelaharmonypump #babymusthaves -@Jocelyne",https://www.tiktok.com/@medela_official/video/7347719735687023902,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2093207865379177437,video,,,1519,1133,5,381,21200,0.071650943,0.002239429,15.629211514249207,678298,0,0
1/31/2024,06:19:54 p. m.,25/07/2025 11:04,18/07/2025 21:47,Philips Avent,philipsavent,"How to use the #PhilipsAvent Double Electric Breast Pump, Advanced 💜 #TipsandTricks #HowTo #MomsofTikTok #MomTok #BabyRegistryMustHaves",https://www.tiktok.com/@philipsavent/video/7330421597863562528,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/8252653687951240337,video,,,76,59,2,15,1078,0.070500928,0.015932914046121592,15.370805960314533,4770,0,0
6/6/2024,09:54:50 a. m.,25/07/2025 11:04,21/07/2025 08:40,LansinohUSA,lansinohusa,Swing by your local Target to snag our brand new Postpartum Care and Recovery Kit! 🌸✨ #target #targetfinds @gainsbygrace,https://www.tiktok.com/@lansinohusa/video/7377418296892624159,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9514262986928147737,video,,,988,931,5,52,14077,0.070185409,0.00168403,15.306759680579836,586688,0,0
8/21/2024,02:01:00 p. m.,25/07/2025 11:04,21/07/2025 01:52,Babylist,babylist,Mae Whitman stopped by the showroom and we couldn't stop giggling 🤭 Congrats on this new chapter! #pregnant #pregnancy #pregnanttok #pregnancytok #pregnanttiktok #pregnancytiktok #babylist #babylistshowroom,https://www.tiktok.com/@babylist/video/7405685204947356970,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0796537494025865047,video,,,93421,90410,429,2582,1343463,0.069537457,0.049198777,15.658246899006848,1898848,0,0
7/31/2024,08:00:00 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,"Zomee Moms, drop a 🙋‍♀️ if you can relate? 🤭🩵 #fypシ゚viral #relateable #momtok #zomeez2 #zomee",https://www.tiktok.com/@zomee.pump/video/7397529295775632682,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2862365775929257937,video,,,156,136,6,14,2274,0.068601583,0.058100559,14.957110883276133,2685,0,0
8/7/2024,07:00:19 a. m.,25/07/2025 11:04,24/07/2025 17:30,myameda,myameda,,https://www.tiktok.com/@myameda/video/7400381600468389162,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2619838640061830047,video,,,12,6,6,0,178,0.06741573,0.057416268,14.697842805656661,209,0,0
3/5/2024,03:27:36 p. m.,25/07/2025 11:04,21/07/2025 08:40,LansinohUSA,lansinohusa,2 holy grail products you NEED on your registry if you plan on breastfeeding or pumping!✨🤱🍼💜 #breastfeeding #lanolin #breastfeedingtips #pumpingmom @Michelle 🖤,https://www.tiktok.com/@lansinohusa/video/7342994120287325482,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2845237820214992437,video,,,828,797,5,26,12400,0.066774194,0.002639658,14.561999878150061,313677,0,0
3/22/2024,08:30:43 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,Looking for a low-tox and low EMF hands-free breast pump? Look no further than the Zomee Fit hands free wearable pump out now #fyp,https://www.tiktok.com/@zomee.pump/video/7349194944659246382,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2836429564494919437,video,,,147,112,5,30,2274,0.064643799,0.013341804320203304,14.094154517376138,11018,0,0
6/20/2024,09:28:52 a. m.,25/07/2025 11:04,21/07/2025 08:40,LansinohUSA,lansinohusa,Introducing our Postpartum Care & Recovery Kit ft Padsicles✨❄️ Just pop them in the freezer and voila! Soothing relief for down there💜 Available at Target!🎯,https://www.tiktok.com/@lansinohusa/video/7382607788393991466,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6641993938877062837,video,,,930,863,11,56,14398,0.064592304,0.00157543,14.086652945851808,590315,0,0
1/9/2024,01:51:02 p. m.,25/07/2025 11:04,21/07/2025 08:40,LansinohUSA,lansinohusa,Extra Milk Storage Bags lying around? Here are a few ways you can use them besides storing breast milk!💜🍼✨ #momhacks #breastfeedingmomsbelike #breastfeedingtip,https://www.tiktok.com/@lansinohusa/video/7322188406614756650,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0566574166048812237,video,,,678,626,16,36,10600,0.063962264,0.001118629,13.948060155340286,606099,0,0
4/18/2024,10:23:08 a. m.,25/07/2025 11:04,13/05/2024 02:40,Evenflo Feeding,evenflofeeding,Balance + is suitable for all ages—feed your baby from day 1! 🍼💕 #BabyFeeding #AllAgesFriendly 📸: @oliviacatrell,https://www.tiktok.com/@evenflofeeding/video/7359243284985679146,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6419765894823429537,video,,,24,24,0,0,382,0.062827225,0.076433121,13.697521173263167,314,1,0
1/24/2024,08:00:07 p. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,"""Proof that breastfeeding in public is not some new, disrespectful, immoral, and shameful secret act that only needs to be done at home, behind closed doors, or under a blanket 🤷🏾‍♀️ The kids did not care, the other moms didn’t care, the husbands/bfs/ and partners minded their business, and the non parents gave 0 cares as well!! My comment section when I post about breastfeeding and doing it comfortably without a cover in public are ALWAYS filled with men, women, and other mothers alike, scolding, ridiculing, and shaming me for it. But I have yet to encounter any such people in public. I know they’re out there and I’m blessed to have never encountered them but the way the Instagram folks flock to the comments to condemn me you’d think it would be the same in the real world 🤔 To any mama nervous about doing this, don’t be mama. I support you and I hope this inspires some confidence! You do what makes you and your baby comfortable. Covered or uncovered it’s your choice ❤️ Tag and share with a mom friend 🫶🏾 Share your nursing in public stories with me👇🏾"" - @nicashaplusthree",https://www.tiktok.com/@medela_official/video/7327849749854424366,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/6634244589479487237,video,,,1238,921,71,246,19900,0.062211055,0.009092712,13.568732240787796,136153,0,0
11/26/2024,05:01:43 p. m.,25/07/2025 11:04,21/07/2025 01:52,Babylist,babylist,Thanksgiving hits different when you're pregnant 🤰🦃 #thanksgiving #thanksgivingdinner #pregnant #pregnancy #pregnanttok #pregnancytok #pregnanttiktok #pregnancytiktok,https://www.tiktok.com/@babylist/video/7441727046901845291,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1925481096407271447,video,,,83412,48638,256,34518,1353715,0.061617105520733684,0.14514537681035847,13.822456505822105,574679,0,0
1/17/2024,07:02:06 a. m.,25/07/2025 11:04,24/07/2025 17:27,Motif Medical,motifmedical,Stay cofmortomable and cozy this postpartum season ❄️ with our Postpartum Recovery Garment. #postpartumrecovery #postpartumgarment #motifmedica #postpartumjourney,https://www.tiktok.com/@motifmedical/video/7325051738652757294,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/4927572568371505237,video,,,968,911,15,42,15795,0.061285217,0.004741983,13.365578263287734,204134,0,0
4/1/2024,09:01:54 p. m.,25/07/2025 11:04,19/07/2025 19:24,Momcozy Official,momcozyofficial,Let's talk about the unspoken challenges of breastfeeding – it's a journey that deserves recognition. 🗣️👶 #momcozy #momcozypump #momcozyinterview #beacozymom #cozypowerbymomcozy #breastfeedingjourney,https://www.tiktok.com/@momcozyofficial/video/7353099583146380590,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/0950836413859903537,video,,,12762,12556,32,174,213048,0.059901994,0.10160666231429435,13.11587870545551,125602,0,0
8/4/2024,02:18:55 p. m.,25/07/2025 11:04,19/07/2025 21:30,Elvie | Women’s Health,elvieofficial,'Covering up whilst nursing' - am I doing it right? 🤭🤱 #fyp #breastfeeing #breastfeedinginpublic #nursing #breastfeesingmom #breastfeedinghumoror #worldbreastfeedingweek,https://www.tiktok.com/@elvieofficial/video/7399381328665300255,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/5520035668231839937,video,,,7031,6916,32,83,117835,0.059668180082318494,0.012283475571938958,13.039461898148405,572395,0,0
1/31/2024,09:41:48 a. m.,25/07/2025 11:04,21/07/2025 08:40,LansinohUSA,lansinohusa,Get ready for Amazon Baby Month! Febuary 1st-8th shop some of our most popular items on Amazon🛒💜 #amazonsale #amazonfinds #amazonmomhacks #amazonbabyfinds,https://www.tiktok.com/@lansinohusa/video/7330288081796468011,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1108646971808820337,video,,,657,581,12,64,11300,0.058141593,0.002435598,12.678652111377287,269749,0,0
2/20/2024,02:53:04 p. m.,25/07/2025 11:04,21/04/2025 07:57,Medela,medela_official,Tag a mama who is expecting twins or multiples! 👶👶👶,https://www.tiktok.com/@medela_official/video/7337790010940296491,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1946920490100977337,video,,,1175,791,21,363,20600,0.057038835,0.057331056,12.440329718234146,20495,0,0
3/6/2024,03:36:05 p. m.,25/07/2025 11:04,18/07/2025 21:47,Philips Avent,philipsavent,Philips Avent Natural Response bottle works with baby’s natural rhythm and allows baby to control the pace — like with breastfeeding — to help moms #ShareTheCare. #BabyBottles #NaturalBottle #BabyRegistryMustHaves #BabyShowerGiftIdeas,https://www.tiktok.com/@philipsavent/video/7343367396792618272,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2728162976937633437,video,,,70,58,3,9,1230,0.056910569105691054,0.012630819198845183,12.40776843580669,5542,0,0
9/17/2024,08:15:00 a. m.,25/07/2025 11:04,24/07/2025 17:33,Zomee,zomee.pump,"Your hard work is always appreciated Momma's, don't forget to make time to rest and re-charge! 🤱🩵😴 #zomee #zomeez2 #fyp #foryou #MomsofTikTok",https://www.tiktok.com/@zomee.pump/video/7415275856743910699,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/9960193476585725147,video,,,119,108,3,8,2274,0.052330694810905895,0.11782178217821782,11.409437497778272,1010,0,0
2/15/2024,11:26:25 a. m.,25/07/2025 11:04,18/07/2025 21:47,Philips Avent,philipsavent,"Does it seem like everyone’s sick right now? The Philips Avent Sterilizer & Dryer kills 99.9% of germs. 🦠 Use it on bottles, accessories and more. What do you put in your sterilizer? #PhilipsAvent #Sterilizer #BabyRegistryMustHaves",https://www.tiktok.com/@philipsavent/video/7335881357568068897,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/7988608657531885337,video,,,60,42,5,13,1152,0.052083333333333336,0.010033444816053512,11.355283981458857,5980,0,0
1/16/2024,03:46:24 p. m.,25/07/2025 11:04,18/07/2025 21:47,Philips Avent,philipsavent,"The Philips Avent Soothie snuggle works with *all* Philips Avent Soothies and pacifiers, so you can use it with whatever baby likes best!",https://www.tiktok.com/@philipsavent/video/7324815791034010912,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/2190104301975184237,video,,,53,44,0,9,1033,0.051306873184898356,0.012075643654591022,11.185972761951675,4389,0,0
11/14/2024,05:12:08 p. m.,25/07/2025 11:04,24/07/2025 17:42,Aeroflow Breastpumps,aeroflowbreastpumps,I gotta get to that Target sale! 🏃🏻‍♀️ #MomTok #MomLife #AeroflowBreastpumps,https://www.tiktok.com/@aeroflowbreastpumps/video/7437276696887266591,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/1956627886966727347,video,,,74,71,0,3,1451,0.050999311,0.033213645,11.118994873556398,2228,0,0
1/2/2024,10:47:42 a. m.,25/07/2025 11:04,24/07/2025 17:30,myameda,myameda,Ameda is more than just products; it's a promise of comfort and innovation. Your love for our breastfeeding essentials reflects the harmony we strive to bring into your motherhood experience. 🤱⁠ #Ameda #breastpump #lactation #breastfeeding,https://www.tiktok.com/@myameda/video/7319543513375427883,,,,https://rivaliq-prod-shared-media.s3.amazonaws.com/tt1/3887245733153459137,video,,,9,9,0,0,178,0.050561798,0.025714285714285714,11.023370080339392,350,0,0
